Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2018-07-10,30,30,0,19,15,21,19,42,0,0,52,0.4468,0,0.5532,0.6914,0,0.3086,7,94,0,20,17966,0
2018-07-11,30,30,0,19,13,21,19,11,0,0,36,0.234,0,0.766,0.6531,0,0.3469,4,47,0,20,18022,0
2018-07-12,30,30,0,21,16,22,21,20,0,0,84,0.1923,0,0.8077,0.3721,0,0.6279,5,104,0,20,18130,0
2018-07-13,30,30,0,20,12,22,21,10,0,0,46,0.1786,0,0.8214,0.4474,0,0.5526,16,56,0,20,18205,0
2018-07-14,30,30,0,4,2,22,21,0,0,0,10,0,0,1,0.2308,0,0.7692,0,10,0,20,18215,0
2018-07-15,30,30,0,3,0,22,20,0,0,0,0,0,0,0,0.2857,0,0.7143,0,0,0,20,18215,0
2018-07-16,30,30,0,7,4,21,20,0,0,0,5,0,0,1,0.3077,0,0.6923,1,5,0,20,18224,0
2018-07-17,30,30,0,19,9,22,20,6,0,0,8,0.4286,0,0.5714,0.6563,0,0.3438,2,14,0,20,18242,0
2018-07-18,30,30,0,19,13,22,20,4,0,0,29,0.1212,0,0.8788,0.5741,0,0.4259,4,33,0,20,18281,0
2018-07-19,30,30,0,18,8,22,15,1,0,0,8,0.1111,0,0.8889,0.6962,0,0.3038,8,9,0,20,18300,0
2018-07-20,30,30,0,20,11,23,14,3,0,0,67,0.0429,0,0.9571,0.3772,0,0.6228,24,70,0,20,18395,0
2018-07-21,30,30,0,18,12,23,16,37,0,0,81,0.3136,0,0.6864,0.5927,0,0.4073,4,118,0,20,18517,0
2018-07-22,30,30,0,18,8,23,16,2,0,0,22,0.0833,0,0.9167,0.4706,0,0.5294,2,24,0,20,18543,0
2018-07-23,30,30,0,22,12,23,16,13,0,0,85,0.1327,0,0.8673,0.4635,0,0.5365,17,98,0,20,18662,0
2018-07-24,30,30,0,22,12,23,17,6,0,0,29,0.1714,0,0.8286,0.4891,0,0.5109,1,35,0,20,18697,0
2018-07-25,30,30,0,20,12,23,17,2,0,0,21,0.087,0,0.913,0.4203,0,0.5797,4,23,0,20,18724,0
2018-07-26,30,30,0,21,10,23,17,12,0,0,78,0.1333,0,0.8667,0.3598,0,0.6402,0,90,0,20,18815,0
2018-07-27,30,30,0,19,9,22,18,5,0,0,59,0.0781,0,0.9219,0.36,0,0.64,0,64,0,20,18878,0
2018-07-28,30,30,0,8,2,22,18,0,0,0,17,0,0,1,0.3913,0,0.6087,0,17,0,20,18895,0
2018-07-29,30,30,0,21,10,22,18,23,0,0,33,0.4107,0,0.5893,0.6694,0,0.3306,1,56,0,20,18953,0
2018-07-30,30,30,0,14,8,22,18,0,0,0,55,0,0,1,0.1284,0,0.8716,25,55,0,20,19034,0
2018-07-31,30,30,0,11,10,21,17,2,0,0,18,0.1,0,0.9,0.1364,0,0.8636,12,20,0,20,19065,0
